persentase_kehadiran,rata_rata_nilai,tren_nilai,jumlah_mapel_di_bawah_kkm,status_kip,jarak_rumah_km,jumlah_pelanggaran,pekerjaan_ortu,pendidikan_ortu,jumlah_saudara,putus_sekolah,sumber,id_siswa,nama,kelas,angkatan
98.0,92.2,-7.3,0,0,0.5,2,2,2,5,0,StudentPerf,STU38190,Rahma R,XII AKL 1,2021
100.0,88.7,-1.4,0,0,1.1,2,2,2,1,0,StudentPerf,STU38191,Adi R,X TKJ 1,2023
88.0,90.0,5.6,0,0,3.4,3,2,2,3,0,StudentPerf,STU38192,Budi2 R,X TKJ 2,2023
98.0,89.3,3.2,0,0,2.6,1,2,2,4,0,StudentPerf,STU38193,Citra2 R,X RPL 1,2023
100.0,99.3,-2.9,0,0,7.1,2,2,2,1,0,StudentPerf,STU38194,Dewi2 R,X RPL 2,2023
84.0,87.8,-2.2,0,0,0.8,1,2,2,6,0,StudentPerf,STU38195,Eka2 R,X AKL 1,2023
70.0,54.6,0.8,3,0,18.6,1,2,2,1,1,StudentPerf,STU38196,Fajar2 R,XI TKJ 1,2022
100.0,90.6,-1.0,0,0,1.9,3,2,2,2,0,StudentPerf,STU38197,Gita2 R,XI TKJ 2,2022
100.0,100.0,-0.7,0,0,8.6,0,2,2,3,0,StudentPerf,STU38198,Hadi2 R,XI RPL 1,2022
100.0,92.1,7.9,0,0,7.5,2,2,2,2,0,StudentPerf,STU38199,Indah2 R,XI RPL 2,2022
98.0,92.4,5.7,0,0,1.1,3,2,2,1,0,StudentPerf,STU38200,Joko3 R,XI AKL 1,2022
56.0,29.1,-2.7,2,0,3.2,2,2,2,2,1,StudentPerf,STU38201,Andi S,XII TKJ 1,2021
46.0,20.0,3.0,1,0,1.4,1,2,2,4,1,StudentPerf,STU38202,Budi S,XII TKJ 2,2021
98.0,88.1,-0.8,0,0,13.4,4,2,2,1,0,StudentPerf,STU38203,Citra S,XII RPL 1,2021
100.0,72.0,-0.2,3,0,1.0,1,2,2,6,0,StudentPerf,STU38204,Dewi S,XII RPL 2,2021
98.0,99.0,1.7,0,0,0.9,3,2,2,2,0,StudentPerf,STU38205,Eka S,XII AKL 1,2021
96.0,97.3,0.2,0,0,11.3,2,2,2,8,0,StudentPerf,STU38206,Fajar S,X TKJ 1,2023
98.0,97.7,4.3,0,0,1.4,2,2,2,1,0,StudentPerf,STU38207,Gita S,X TKJ 2,2023
98.0,85.4,-2.2,0,0,1.5,2,2,2,2,0,StudentPerf,STU38208,Hadi S,X RPL 1,2023
98.0,88.7,3.9,0,0,1.0,1,2,2,2,0,StudentPerf,STU38209,Indah S,X RPL 2,2023
96.0,89.0,3.7,0,0,2.4,1,2,2,3,0,StudentPerf,STU38210,Joko S,X AKL 1,2023
100.0,69.1,2.8,3,0,4.3,1,2,2,2,0,StudentPerf,STU38211,Kartika S,XI TKJ 1,2022
100.0,88.9,-1.7,0,0,1.1,5,2,2,5,0,StudentPerf,STU38212,Lukman S,XI TKJ 2,2022
62.0,35.1,-2.6,1,0,0.6,2,2,2,2,1,StudentPerf,STU38213,Maya S,XI RPL 1,2022
98.0,91.9,2.4,0,0,1.1,1,2,2,5,0,StudentPerf,STU38214,Nanda S,XI RPL 2,2022
44.0,20.0,-4.7,3,0,1.5,1,2,2,0,1,StudentPerf,STU38215,Omar S,XI AKL 1,2022
100.0,96.1,-0.9,0,0,0.5,3,2,2,2,0,StudentPerf,STU38216,Putri S,XII TKJ 1,2021
98.0,90.9,1.7,0,0,1.3,3,2,2,2,0,StudentPerf,STU38217,Rizky S,XII TKJ 2,2021
100.0,92.0,0.7,0,0,4.8,4,2,2,2,0,StudentPerf,STU38218,Sari S,XII RPL 1,2021
70.0,52.1,-2.4,2,0,0.6,2,2,2,3,1,StudentPerf,STU38219,Tono S,XII RPL 2,2021
98.0,93.5,-1.8,0,0,1.3,2,2,2,1,0,StudentPerf,STU38220,Ulya S,XII AKL 1,2021
98.0,92.7,-0.5,0,0,8.7,0,2,2,1,0,StudentPerf,STU38221,Vina S,X TKJ 1,2023
90.0,73.9,-3.7,2,0,0.5,1,2,2,3,0,StudentPerf,STU38222,Wahyu S,X TKJ 2,2023
94.0,97.7,-3.0,0,0,1.4,0,2,2,5,0,StudentPerf,STU38223,Xena S,X RPL 1,2023
100.0,95.3,1.3,0,0,0.5,1,2,2,2,0,StudentPerf,STU38224,Yoga S,X RPL 2,2023
92.0,94.4,6.2,0,0,6.1,0,2,2,3,0,StudentPerf,STU38225,Zahra S,X AKL 1,2023
84.0,88.0,-0.4,0,0,3.2,3,2,2,2,0,StudentPerf,STU38226,Agus S,XI TKJ 1,2022
100.0,93.3,-2.0,0,0,0.5,3,2,2,1,0,StudentPerf,STU38227,Bayu S,XI TKJ 2,2022
96.0,82.2,1.4,0,0,0.5,2,2,2,1,0,StudentPerf,STU38228,Cahaya S,XI RPL 1,2022
96.0,96.1,-3.6,0,0,0.5,3,2,2,5,0,StudentPerf,STU38229,Dimas S,XI RPL 2,2022
98.0,98.0,-1.0,0,0,6.7,0,2,2,4,0,StudentPerf,STU38230,Elin S,XI AKL 1,2022
98.0,96.8,-0.7,0,0,3.6,3,2,2,2,0,StudentPerf,STU38231,Fadil S,XII TKJ 1,2021
60.0,34.7,0.9,1,0,1.1,0,2,2,3,1,StudentPerf,STU38232,Glen S,XII TKJ 2,2021
92.0,88.0,4.3,0,0,1.1,1,2,2,5,0,StudentPerf,STU38233,Hana S,XII RPL 1,2021
58.0,22.9,1.5,1,0,0.5,3,2,2,3,1,StudentPerf,STU38234,Irfan S,XII RPL 2,2021
78.0,58.9,-1.8,1,0,4.1,1,2,2,4,1,StudentPerf,STU38235,Jasmine S,XII AKL 1,2021
100.0,89.3,5.6,0,0,3.1,5,2,2,4,0,StudentPerf,STU38236,Koko S,X TKJ 1,2023
98.0,94.3,3.1,0,0,2.1,2,2,2,7,0,StudentPerf,STU38237,Lestari S,X TKJ 2,2023
84.0,56.6,2.1,2,0,3.3,1,2,2,2,1,StudentPerf,STU38238,Mitra S,X RPL 1,2023
100.0,89.1,0.4,0,0,1.7,2,2,2,2,0,StudentPerf,STU38239,Nopal S,X RPL 2,2023
82.0,86.0,7.3,0,0,0.6,2,2,2,5,0,StudentPerf,STU38240,Olivia S,X AKL 1,2023
96.0,88.3,-6.1,0,0,0.6,6,2,2,1,0,StudentPerf,STU38241,Prabu S,XI TKJ 1,2022
82.0,67.1,-0.9,1,0,0.5,2,2,2,1,0,StudentPerf,STU38242,Raka S,XI TKJ 2,2022
100.0,89.2,-0.8,0,0,0.5,2,2,2,3,0,StudentPerf,STU38243,Sinta S,XI RPL 1,2022
70.0,52.6,3.0,3,0,1.2,1,2,2,4,1,StudentPerf,STU38244,Taufik S,XI RPL 2,2022
98.0,92.0,-1.4,0,0,0.5,0,2,2,4,0,StudentPerf,STU38245,Uci S,XI AKL 1,2022
96.0,89.4,-3.3,0,0,7.9,2,2,2,2,0,StudentPerf,STU38246,Vera S,XII TKJ 1,2021
96.0,93.4,1.1,0,0,1.6,2,2,2,7,0,StudentPerf,STU38247,Wulan S,XII TKJ 2,2021
50.0,29.3,1.7,2,0,1.7,3,2,2,2,1,StudentPerf,STU38248,Yanto S,XII RPL 1,2021
92.0,72.5,-1.5,3,0,3.0,3,2,2,4,0,StudentPerf,STU38249,Zaki S,XII RPL 2,2021
94.0,74.6,-0.7,1,0,0.5,1,2,2,2,0,StudentPerf,STU38250,Aldi S,XII AKL 1,2021
96.0,89.0,-3.0,0,0,3.3,3,2,2,4,0,StudentPerf,STU38251,Bening S,X TKJ 1,2023
100.0,89.6,2.6,0,0,1.6,0,2,2,1,0,StudentPerf,STU38252,Cakra S,X TKJ 2,2023
96.0,87.8,-1.5,0,0,2.0,4,2,2,5,0,StudentPerf,STU38253,Darma S,X RPL 1,2023
98.0,91.3,-3.1,0,0,3.8,3,2,2,1,0,StudentPerf,STU38254,Elang S,X RPL 2,2023
96.0,88.8,0.7,0,0,4.0,0,2,2,3,0,StudentPerf,STU38255,Fitri S,X AKL 1,2023
98.0,89.4,-0.2,0,0,0.5,1,2,2,1,0,StudentPerf,STU38256,Gilang S,XI TKJ 1,2022
96.0,88.7,-2.3,0,0,1.2,1,2,2,2,0,StudentPerf,STU38257,Haris S,XI TKJ 2,2022
100.0,92.1,-3.0,0,0,7.3,0,2,2,1,0,StudentPerf,STU38258,Ika S,XI RPL 1,2022
98.0,94.6,3.6,0,0,2.2,2,2,2,1,0,StudentPerf,STU38259,Janur S,XI RPL 2,2022
96.0,91.7,2.7,0,0,4.4,3,2,2,3,0,StudentPerf,STU38260,Kamil S,XI AKL 1,2022
70.0,53.4,-3.5,2,0,5.3,0,2,2,1,1,StudentPerf,STU38261,Lira S,XII TKJ 1,2021
100.0,91.1,-1.1,0,0,0.5,2,2,2,1,0,StudentPerf,STU38262,Melda S,XII TKJ 2,2021
94.0,88.8,-1.5,0,0,2.7,2,2,2,1,0,StudentPerf,STU38263,Naim S,XII RPL 1,2021
96.0,88.3,0.8,0,0,7.2,1,2,2,1,0,StudentPerf,STU38264,Omar2 S,XII RPL 2,2021
96.0,93.1,0.7,0,0,8.7,2,2,2,2,0,StudentPerf,STU38265,Pertiwi S,XII AKL 1,2021
100.0,95.0,5.8,0,0,1.0,1,2,2,4,0,StudentPerf,STU38266,Rafi S,X TKJ 1,2023
96.0,89.4,-6.1,0,0,1.8,3,2,2,3,0,StudentPerf,STU38267,Salsa S,X TKJ 2,2023
96.0,92.3,-0.6,0,0,1.3,1,2,2,4,0,StudentPerf,STU38268,Titis S,X RPL 1,2023
100.0,95.7,-2.7,0,0,4.5,3,2,2,4,0,StudentPerf,STU38269,Umam S,X RPL 2,2023
90.0,88.9,-2.6,0,0,0.5,5,2,2,2,0,StudentPerf,STU38270,Vino S,X AKL 1,2023
96.0,88.7,-3.3,0,0,1.0,3,2,2,4,0,StudentPerf,STU38271,Winda S,XI TKJ 1,2022
98.0,80.4,3.2,0,0,3.4,1,2,2,2,0,StudentPerf,STU38272,Yudha S,XI TKJ 2,2022
80.0,60.2,-0.8,2,0,8.2,2,2,2,0,1,StudentPerf,STU38273,Zara S,XI RPL 1,2022
96.0,87.9,-3.8,0,0,1.7,3,2,2,2,0,StudentPerf,STU38274,Arya S,XI RPL 2,2022
94.0,98.2,6.0,0,0,2.3,1,2,2,3,0,StudentPerf,STU38275,Bella S,XI AKL 1,2022
98.0,91.6,1.2,0,0,0.5,2,2,2,3,0,StudentPerf,STU38276,Candra S,XII TKJ 1,2021
56.0,37.4,1.0,1,0,4.5,1,2,2,3,1,StudentPerf,STU38277,Danu S,XII TKJ 2,2021
46.0,20.0,2.7,2,0,2.5,4,2,2,2,1,StudentPerf,STU38278,Ervina S,XII RPL 1,2021
98.0,97.0,0.1,0,0,1.1,0,2,2,2,0,StudentPerf,STU38279,Faris S,XII RPL 2,2021
100.0,95.4,-2.1,0,0,0.6,1,2,2,2,0,StudentPerf,STU38280,Gina S,XII AKL 1,2021
100.0,93.4,-3.4,0,0,0.6,1,2,2,3,0,StudentPerf,STU38281,Huda S,X TKJ 1,2023
88.0,90.6,5.6,0,0,0.8,2,2,2,2,0,StudentPerf,STU38282,Irvan S,X TKJ 2,2023
52.0,21.7,3.1,2,0,5.0,0,2,2,3,1,StudentPerf,STU38283,Joko2 S,X RPL 1,2023
98.0,89.3,4.4,0,0,4.0,1,2,2,3,0,StudentPerf,STU38284,Kartini S,X RPL 2,2023
98.0,89.4,1.8,0,0,0.5,1,2,2,3,0,StudentPerf,STU38285,Lestari2 S,X AKL 1,2023
74.0,49.1,6.0,2,0,4.4,0,2,2,3,1,StudentPerf,STU38286,Manuel S,XI TKJ 1,2022
98.0,96.0,1.3,0,0,1.3,2,2,2,6,0,StudentPerf,STU38287,Nisa S,XI TKJ 2,2022
98.0,100.0,-2.7,0,0,0.9,0,2,2,6,0,StudentPerf,STU38288,Oscar S,XI RPL 1,2022
44.0,20.0,-1.7,1,0,5.3,2,2,2,5,1,StudentPerf,STU38289,Putri2 S,XI RPL 2,2022
66.0,40.6,-1.6,3,0,2.0,2,2,2,5,1,StudentPerf,STU38290,Rahma S,XI AKL 1,2022
90.0,88.9,-2.9,0,0,0.5,1,2,2,0,0,StudentPerf,STU38291,Adi S,XII TKJ 1,2021
78.0,76.0,0.9,0,0,0.7,3,2,2,2,0,StudentPerf,STU38292,Budi2 S,XII TKJ 2,2021
98.0,95.1,2.0,0,0,3.3,3,2,2,4,0,StudentPerf,STU38293,Citra2 S,XII RPL 1,2021
100.0,89.4,0.4,0,0,8.4,2,2,2,2,0,StudentPerf,STU38294,Dewi2 S,XII RPL 2,2021
60.0,26.8,0.6,3,0,8.4,4,2,2,3,1,StudentPerf,STU38295,Eka2 S,XII AKL 1,2021
72.0,50.6,-2.0,2,0,0.5,1,2,2,1,1,StudentPerf,STU38296,Fajar2 S,X TKJ 1,2023
94.0,87.6,-4.5,0,0,3.6,2,2,2,2,0,StudentPerf,STU38297,Gita2 S,X TKJ 2,2023
98.0,89.0,-0.6,0,0,0.9,1,2,2,1,0,StudentPerf,STU38298,Hadi2 S,X RPL 1,2023
100.0,96.0,-1.9,0,0,2.5,2,2,2,1,0,StudentPerf,STU38299,Indah2 S,X RPL 2,2023
78.0,63.8,-2.3,2,0,1.4,0,2,2,2,0,StudentPerf,STU38300,Joko3 S,X AKL 1,2023
100.0,94.4,-0.4,0,0,8.4,3,2,2,2,0,StudentPerf,STU38301,Andi T,XI TKJ 1,2022
98.0,88.8,-1.0,0,0,0.9,3,2,2,2,0,StudentPerf,STU38302,Budi T,XI TKJ 2,2022
100.0,93.1,-5.7,0,0,1.2,5,2,2,4,0,StudentPerf,STU38303,Citra T,XI RPL 1,2022
98.0,91.5,-0.1,0,0,0.5,5,2,2,2,0,StudentPerf,STU38304,Dewi T,XI RPL 2,2022
64.0,41.7,-0.9,1,0,7.6,3,2,2,2,1,StudentPerf,STU38305,Eka T,XI AKL 1,2022
96.0,96.3,-0.7,0,0,1.8,2,2,2,4,0,StudentPerf,STU38306,Fajar T,XII TKJ 1,2021
82.0,56.2,-0.6,2,0,0.5,3,2,2,2,1,StudentPerf,STU38307,Gita T,XII TKJ 2,2021
82.0,56.7,1.1,3,0,1.5,3,2,2,2,1,StudentPerf,STU38308,Hadi T,XII RPL 1,2021
94.0,89.7,0.6,0,0,5.0,1,2,2,5,0,StudentPerf,STU38309,Indah T,XII RPL 2,2021
92.0,81.6,0.9,0,0,1.4,2,2,2,1,0,StudentPerf,STU38310,Joko T,XII AKL 1,2021
94.0,88.0,-5.4,0,0,5.9,3,2,2,5,0,StudentPerf,STU38311,Kartika T,X TKJ 1,2023
98.0,98.3,1.1,0,0,6.5,2,2,2,3,0,StudentPerf,STU38312,Lukman T,X TKJ 2,2023
100.0,88.1,2.5,0,0,0.5,0,2,2,2,0,StudentPerf,STU38313,Maya T,X RPL 1,2023
90.0,82.5,-2.4,0,0,1.4,1,2,2,2,0,StudentPerf,STU38314,Nanda T,X RPL 2,2023
90.0,73.3,-1.7,1,0,4.2,2,2,2,1,0,StudentPerf,STU38315,Omar T,X AKL 1,2023
100.0,89.3,-6.9,0,0,1.2,1,2,2,3,0,StudentPerf,STU38316,Putri T,XI TKJ 1,2022
90.0,88.0,0.9,0,0,3.5,1,2,2,4,0,StudentPerf,STU38317,Rizky T,XI TKJ 2,2022
96.0,88.8,0.4,0,0,3.5,6,2,2,0,0,StudentPerf,STU38318,Sari T,XI RPL 1,2022
98.0,92.6,-4.1,0,0,1.1,1,2,2,1,0,StudentPerf,STU38319,Tono T,XI RPL 2,2022
100.0,94.2,-2.7,0,0,3.4,2,2,2,2,0,StudentPerf,STU38320,Ulya T,XI AKL 1,2022
60.0,25.1,2.9,2,0,9.1,2,2,2,4,1,StudentPerf,STU38321,Vina T,XII TKJ 1,2021
100.0,93.7,1.6,0,0,4.8,1,2,2,3,0,StudentPerf,STU38322,Wahyu T,XII TKJ 2,2021
96.0,90.8,2.8,0,0,6.8,1,2,2,0,0,StudentPerf,STU38323,Xena T,XII RPL 1,2021
98.0,81.2,2.5,0,0,3.0,1,2,2,1,0,StudentPerf,STU38324,Yoga T,XII RPL 2,2021
96.0,89.7,-3.7,0,0,0.8,1,2,2,3,0,StudentPerf,STU38325,Zahra T,XII AKL 1,2021
100.0,90.9,1.9,0,0,7.5,2,2,2,2,0,StudentPerf,STU38326,Agus T,X TKJ 1,2023
78.0,52.6,0.4,2,0,0.5,0,2,2,1,1,StudentPerf,STU38327,Bayu T,X TKJ 2,2023
98.0,91.6,-0.4,0,0,4.4,1,2,2,2,0,StudentPerf,STU38328,Cahaya T,X RPL 1,2023
56.0,26.0,3.7,2,0,1.4,2,2,2,0,1,StudentPerf,STU38329,Dimas T,X RPL 2,2023
82.0,74.1,-1.0,1,0,6.9,1,2,2,2,0,StudentPerf,STU38330,Elin T,X AKL 1,2023
94.0,99.2,-0.7,0,0,0.5,2,2,2,0,0,StudentPerf,STU38331,Fadil T,XI TKJ 1,2022
100.0,83.2,6.4,0,0,4.5,6,2,2,2,0,StudentPerf,STU38332,Glen T,XI TKJ 2,2022
82.0,54.2,3.0,2,0,6.8,2,2,2,0,1,StudentPerf,STU38333,Hana T,XI RPL 1,2022
100.0,100.0,0.3,0,0,3.8,2,2,2,3,0,StudentPerf,STU38334,Irfan T,XI RPL 2,2022
98.0,87.1,-1.3,0,0,1.2,2,2,2,2,0,StudentPerf,STU38335,Jasmine T,XI AKL 1,2022
96.0,88.4,-1.0,0,0,4.4,0,2,2,1,0,StudentPerf,STU38336,Koko T,XII TKJ 1,2021
94.0,89.4,4.3,0,0,1.0,1,2,2,5,0,StudentPerf,STU38337,Lestari T,XII TKJ 2,2021
44.0,20.0,0.7,1,0,2.2,5,2,2,4,1,StudentPerf,STU38338,Mitra T,XII RPL 1,2021
86.0,53.2,-1.8,1,0,0.7,0,2,2,2,1,StudentPerf,STU38339,Nopal T,XII RPL 2,2021
98.0,95.2,2.9,0,0,0.5,0,2,2,4,0,StudentPerf,STU38340,Olivia T,XII AKL 1,2021
96.0,92.8,-0.1,0,0,0.5,2,2,2,0,0,StudentPerf,STU38341,Prabu T,X TKJ 1,2023
90.0,66.0,-0.7,2,0,1.1,3,2,2,2,0,StudentPerf,STU38342,Raka T,X TKJ 2,2023
98.0,88.9,-1.0,0,0,0.8,0,2,2,4,0,StudentPerf,STU38343,Sinta T,X RPL 1,2023
100.0,88.9,-2.1,0,0,1.8,4,2,2,3,0,StudentPerf,STU38344,Taufik T,X RPL 2,2023
62.0,31.6,2.2,2,0,6.8,3,2,2,5,1,StudentPerf,STU38345,Uci T,X AKL 1,2023
98.0,92.4,3.8,0,0,5.4,1,2,2,0,0,StudentPerf,STU38346,Vera T,XI TKJ 1,2022
98.0,90.6,-3.9,0,0,2.9,1,2,2,5,0,StudentPerf,STU38347,Wulan T,XI TKJ 2,2022
88.0,63.6,1.4,1,0,1.2,6,2,2,3,0,StudentPerf,STU38348,Yanto T,XI RPL 1,2022
94.0,87.7,-3.8,0,0,4.4,1,2,2,2,0,StudentPerf,STU38349,Zaki T,XI RPL 2,2022
94.0,89.1,-2.5,0,0,0.6,3,2,2,4,0,StudentPerf,STU38350,Aldi T,XI AKL 1,2022
100.0,88.9,1.2,0,0,2.5,1,2,2,2,0,StudentPerf,STU38351,Bening T,XII TKJ 1,2021
100.0,93.4,7.7,0,0,3.3,1,2,2,0,0,StudentPerf,STU38352,Cakra T,XII TKJ 2,2021
94.0,94.7,-2.4,0,0,3.7,2,2,2,0,0,StudentPerf,STU38353,Darma T,XII RPL 1,2021
50.0,28.0,0.7,3,0,3.7,3,2,2,3,1,StudentPerf,STU38354,Elang T,XII RPL 2,2021
100.0,91.1,-6.3,0,0,2.4,4,2,2,2,0,StudentPerf,STU38355,Fitri T,XII AKL 1,2021
48.0,20.0,-0.6,2,0,2.2,1,2,2,3,1,StudentPerf,STU38356,Gilang T,X TKJ 1,2023
100.0,95.4,3.5,0,0,2.0,3,2,2,0,0,StudentPerf,STU38357,Haris T,X TKJ 2,2023
96.0,98.3,-1.9,0,0,0.5,1,2,2,2,0,StudentPerf,STU38358,Ika T,X RPL 1,2023
78.0,53.7,2.4,2,0,5.1,4,2,2,3,1,StudentPerf,STU38359,Janur T,X RPL 2,2023
92.0,90.1,-1.1,0,0,3.4,2,2,2,1,0,StudentPerf,STU38360,Kamil T,X AKL 1,2023
62.0,39.6,-3.6,1,0,3.9,1,2,2,1,1,StudentPerf,STU38361,Lira T,XI TKJ 1,2022
96.0,91.9,-1.0,0,0,3.0,3,2,2,1,0,StudentPerf,STU38362,Melda T,XI TKJ 2,2022
98.0,95.7,-2.5,0,0,1.0,0,2,2,4,0,StudentPerf,STU38363,Naim T,XI RPL 1,2022
100.0,94.8,4.5,0,0,2.8,2,2,2,2,0,StudentPerf,STU38364,Omar2 T,XI RPL 2,2022
84.0,67.4,-2.6,3,0,8.3,2,2,2,0,0,StudentPerf,STU38365,Pertiwi T,XI AKL 1,2022
84.0,88.0,5.9,0,0,0.5,7,2,2,0,0,StudentPerf,STU38366,Rafi T,XII TKJ 1,2021
96.0,91.9,0.5,0,0,9.5,2,2,2,2,0,StudentPerf,STU38367,Salsa T,XII TKJ 2,2021
100.0,92.6,-1.8,0,0,0.8,1,2,2,2,0,StudentPerf,STU38368,Titis T,XII RPL 1,2021
96.0,79.5,6.8,0,0,5.5,1,2,2,4,0,StudentPerf,STU38369,Umam T,XII RPL 2,2021
94.0,90.4,-3.5,0,0,6.2,2,2,2,3,0,StudentPerf,STU38370,Vino T,XII AKL 1,2021
100.0,90.3,0.7,0,0,1.9,0,2,2,5,0,StudentPerf,STU38371,Winda T,X TKJ 1,2023
74.0,57.0,-1.8,1,0,0.5,4,2,2,6,1,StudentPerf,STU38372,Yudha T,X TKJ 2,2023
100.0,89.0,1.8,0,0,0.8,1,2,2,1,0,StudentPerf,STU38373,Zara T,X RPL 1,2023
100.0,95.5,-1.1,0,0,8.2,3,2,2,0,0,StudentPerf,STU38374,Arya T,X RPL 2,2023
98.0,89.6,3.8,0,0,4.5,2,2,2,1,0,StudentPerf,STU38375,Bella T,X AKL 1,2023
98.0,96.9,1.4,0,0,0.5,2,2,2,1,0,StudentPerf,STU38376,Candra T,XI TKJ 1,2022
100.0,95.1,-4.7,0,0,8.4,3,2,2,3,0,StudentPerf,STU38377,Danu T,XI TKJ 2,2022
58.0,32.1,-0.6,3,0,0.5,1,2,2,3,1,StudentPerf,STU38378,Ervina T,XI RPL 1,2022
80.0,64.1,2.7,3,0,2.2,4,2,2,3,0,StudentPerf,STU38379,Faris T,XI RPL 2,2022
78.0,60.9,3.0,3,0,0.5,3,2,2,3,1,StudentPerf,STU38380,Gina T,XI AKL 1,2022
100.0,88.1,-1.6,0,0,0.5,1,2,2,4,0,StudentPerf,STU38381,Huda T,XII TKJ 1,2021
98.0,97.6,1.6,0,0,1.5,3,2,2,1,0,StudentPerf,STU38382,Irvan T,XII TKJ 2,2021
60.0,30.6,3.0,2,0,2.7,1,2,2,4,1,StudentPerf,STU38383,Joko2 T,XII RPL 1,2021
100.0,95.3,1.0,0,0,2.1,1,2,2,0,0,StudentPerf,STU38384,Kartini T,XII RPL 2,2021
92.0,96.7,1.7,0,0,0.8,1,2,2,2,0,StudentPerf,STU38385,Lestari2 T,XII AKL 1,2021
100.0,88.5,-4.1,0,0,3.7,1,2,2,4,0,StudentPerf,STU38386,Manuel T,X TKJ 1,2023
94.0,93.0,3.0,0,0,3.6,1,2,2,3,0,StudentPerf,STU38387,Nisa T,X TKJ 2,2023
98.0,88.6,-0.5,0,0,2.1,2,2,2,2,0,StudentPerf,STU38388,Oscar T,X RPL 1,2023
88.0,56.7,-1.1,1,0,1.8,3,2,2,2,1,StudentPerf,STU38389,Putri2 T,X RPL 2,2023
96.0,88.9,2.7,0,0,9.1,1,2,2,2,0,StudentPerf,STU38390,Rahma T,X AKL 1,2023
96.0,91.2,-2.7,0,0,0.9,2,2,2,2,0,StudentPerf,STU38391,Adi T,XI TKJ 1,2022
100.0,98.6,0.9,0,0,1.3,0,2,2,3,0,StudentPerf,STU38392,Budi2 T,XI TKJ 2,2022
52.0,27.5,6.0,3,0,1.5,4,2,2,4,1,StudentPerf,STU38393,Citra2 T,XI RPL 1,2022
64.0,41.4,1.9,1,0,5.0,2,2,2,1,1,StudentPerf,STU38394,Dewi2 T,XI RPL 2,2022
88.0,62.0,-2.1,3,0,1.4,1,2,2,2,1,StudentPerf,STU38395,Eka2 T,XI AKL 1,2022
96.0,98.9,-0.5,0,0,9.1,2,2,2,2,0,StudentPerf,STU38396,Fajar2 T,XII TKJ 1,2021
82.0,58.4,3.2,2,0,1.1,2,2,2,3,1,StudentPerf,STU38397,Gita2 T,XII TKJ 2,2021
98.0,94.5,-0.3,0,0,0.5,1,2,2,1,0,StudentPerf,STU38398,Hadi2 T,XII RPL 1,2021
100.0,96.6,-3.3,0,0,0.5,3,2,2,1,0,StudentPerf,STU38399,Indah2 T,XII RPL 2,2021
100.0,90.6,0.9,0,0,1.7,2,2,2,4,0,StudentPerf,STU38400,Joko3 T,XII AKL 1,2021
100.0,90.2,-1.2,0,0,5.6,0,2,2,5,0,StudentPerf,STU38401,Andi U,X TKJ 1,2023
94.0,90.5,-2.2,0,0,5.1,0,2,2,6,0,StudentPerf,STU38402,Budi U,X TKJ 2,2023
74.0,47.2,0.5,1,0,0.5,2,2,2,4,1,StudentPerf,STU38403,Citra U,X RPL 1,2023
86.0,61.3,-6.6,1,0,8.4,0,2,2,1,1,StudentPerf,STU38404,Dewi U,X RPL 2,2023
98.0,77.8,1.1,0,0,1.1,0,2,2,2,0,StudentPerf,STU38405,Eka U,X AKL 1,2023
100.0,95.4,5.6,0,0,1.4,2,2,2,1,0,StudentPerf,STU38406,Fajar U,XI TKJ 1,2022
98.0,88.8,2.8,0,0,6.0,2,2,2,3,0,StudentPerf,STU38407,Gita U,XI TKJ 2,2022
98.0,89.4,1.4,0,0,0.9,1,2,2,1,0,StudentPerf,STU38408,Hadi U,XI RPL 1,2022
100.0,92.8,-2.7,0,0,1.0,1,2,2,1,0,StudentPerf,STU38409,Indah U,XI RPL 2,2022
94.0,88.7,-6.3,0,0,4.1,3,2,2,2,0,StudentPerf,STU38410,Joko U,XI AKL 1,2022
92.0,96.2,-1.7,0,0,1.4,2,2,2,8,0,StudentPerf,STU38411,Kartika U,XII TKJ 1,2021
90.0,73.6,2.8,1,0,2.2,1,2,2,1,0,StudentPerf,STU38412,Lukman U,XII TKJ 2,2021
52.0,26.0,-2.8,2,0,0.5,1,2,2,3,1,StudentPerf,STU38413,Maya U,XII RPL 1,2021
100.0,93.7,-0.5,0,0,3.2,1,2,2,4,0,StudentPerf,STU38414,Nanda U,XII RPL 2,2021
98.0,92.3,-4.6,0,0,0.5,2,2,2,5,0,StudentPerf,STU38415,Omar U,XII AKL 1,2021
52.0,25.8,1.3,3,0,1.2,1,2,2,1,1,StudentPerf,STU38416,Putri U,X TKJ 1,2023
100.0,91.9,-1.0,0,0,4.7,1,2,2,5,0,StudentPerf,STU38417,Rizky U,X TKJ 2,2023
98.0,88.8,4.3,0,0,1.3,3,2,2,3,0,StudentPerf,STU38418,Sari U,X RPL 1,2023
100.0,89.3,-1.7,0,0,1.9,0,2,2,4,0,StudentPerf,STU38419,Tono U,X RPL 2,2023
56.0,33.5,4.1,1,0,7.6,2,2,2,0,1,StudentPerf,STU38420,Ulya U,X AKL 1,2023
100.0,89.2,-1.5,0,0,2.7,4,2,2,2,0,StudentPerf,STU38421,Vina U,XI TKJ 1,2022
82.0,82.3,-5.3,0,0,0.5,2,2,2,4,0,StudentPerf,STU38422,Wahyu U,XI TKJ 2,2022
